recipenlg_어휘,flavorgraph_노드,매칭방식,recipenlg_빈도,부분후보
tarragon white-wine vinegar,,부분(미승인),11,tarragon|vinegar
Bread Machine,,부분(미승인),11,bread
Clam juice,clam_juice,정확,11,
Cream of Celery,,부분(미승인),11,celery|cream
panko Japanese bread crumbs,,부분(미승인),11,bread
Sweet peppers,sweet_pepper,정확(수),11,
Almond oil,almond_oil,정확,11,
Red apple,red_apple,정확,11,
Sour Mix,sour_mix,정확,11,
egg lightly,,부분(미승인),11,egg
Chocolate-covered espresso beans,,부분(미승인),11,espresso
Barley Flour,barley_flour,정확,11,
Fresh Fennel,,부분(미승인),11,fennel
Marinara,,부분(미승인),11,low_fat_marinara_sauce|marinara_sauce
Handful of fresh cilantro,,부분(미승인),11,cilantro
Quinoa Salad,,부분(미승인),11,quinoa
Black Quinoa,,부분(미승인),11,quinoa
Green chilly,,부분(미승인),11,green
Green cardamom,green_cardamom,정확,11,
milliliters oil,,부분(미승인),11,oil
Fresh Key Lime Juice,,부분(미승인),11,lime|juice
Jasmine tea,jasmine_tea,정확,11,
extravergine olive oil,,부분(미승인),11,olive|oil
Mexico chilies,,부분(미승인),11,chilies
Rice Milk,rice_milk,정확,11,
pear vinegar,,부분(미승인),11,vinegar|pear
Handful Cilantro,,부분(미승인),11,cilantro
vanilla bean pod,,부분(미승인),11,bean|vanilla
Ground Flax Meal,,부분(미승인),11,meal
Littleneck Clams,littleneck_clam,정확(수),11,
Red chile flakes,,부분(미승인),11,chile
chiffonade of fresh basil,,부분(미승인),11,basil
italian seasoning blend,,부분(미승인),11,seasoning
fresh spinach chopped,,부분(미승인),11,spinach
Stevia Powder,stevia_powder,정확,11,
Low Fat Vanilla Yogurt,low_fat_vanilla_yogurt,정확,11,
thai red curry,,부분(미승인),11,curry
star anise ground,,부분(미승인),11,anise
Italian herb pasta sauce,,부분(미승인),11,pasta|herb
watermelon slices,,부분(미승인),11,watermelon
pork loin roasts,pork_loin_roast,정확(수),11,
chicken broth {,,부분(미승인),11,chicken|broth
Grape jelly,grape_jelly,정확,11,
raspberry-flavored vinegar,,부분(미승인),11,vinegar
Gumbo file,gumbo_file,정확,11,
Veggie Sausage,,부분(미승인),11,sausage
lightly packed flat-leaf parsley,,부분(미승인),11,parsley
vegetarian chili with,,부분(미승인),11,chili
other sweet white wine,,부분(미승인),11,wine
Bittersweet Chocolate Sauce,,부분(미승인),11,chocolate
's liver,,부분(미승인),11,liver
lightly packed parsley,,부분(미승인),11,parsley
chocolate cinnamon,,부분(미승인),11,cinnamon|chocolate
julienned oil,,부분(미승인),11,oil
Lemon-pepper seasoning,,부분(미승인),11,seasoning
Shredded Cheese Of Choice,,부분(미승인),11,cheese
Coconut Flavoring,coconut_flavoring,정확,11,
Frozen Cheese Tortellini,frozen_cheese_tortellini,정확,11,
Orange Blossom Water,orange_blossom_water,정확,11,
Favorite Frosting,,부분(미승인),11,frosting
fluid White Chocolate,,부분(미승인),11,chocolate
Buttermilk At,,부분(미승인),11,buttermilk
Non-fat Milk,,부분(미승인),11,milk
weight Coconut,,부분(미승인),11,coconut
fluid Water,,부분(미승인),11,water
Stalk Celery,,부분(미승인),11,celery
Fresh Orange Zest,,부분(미승인),11,orange
Crisco Shortening,crisco_shortening,정확,11,
weight White Almond,,부분(미승인),11,almond
Canola Or Olive Oil,,부분(미승인),11,olive|oil
Red Dates,red_date,정확(수),11,
Ground Mustard Powder,,부분(미승인),11,mustard
Elbow Pasta,,부분(미승인),11,pasta
Sweet Apples,sweet_apple,정확(수),11,
weight White Sugar,,부분(미승인),11,sugar
weight Milk,,부분(미승인),11,milk
Canola Mayonnaise,,부분(미승인),11,mayonnaise
weight Beef,,부분(미승인),11,beef
head Kale,,부분(미승인),11,kale
Grain Tortillas,,부분(미승인),11,grain
Fresh Jalapeno,fresh_jalapeno,정확,11,
whole Lettuce Leaves,,부분(미승인),11,lettuce
In Oil,,부분(미승인),11,oil
Honey crisp apples,,부분(미승인),11,honey
potato purpos,,부분(미승인),11,potato
knorr cilantro,,부분(미승인),11,cilantro
broccoli florets small,,부분(미승인),11,broccoli
chocolate I,,부분(미승인),11,chocolate
zucchini smalls,,부분(미승인),11,zucchini
olive oil drizzle,,부분(미승인),11,olive|oil
chicken breasts boned,,부분(미승인),11,chicken
bread crumbs homemade,,부분(미승인),11,bread
mint finely,,부분(미승인),11,mint
lemon zest only,,부분(미승인),11,lemon
curry powder yellow,,부분(미승인),11,curry
couscous cooked,,부분(미승인),11,couscous
stewing beef lean,,부분(미승인),11,beef
parsley Freshly,,부분(미승인),11,parsley
cinnamon powdered,,부분(미승인),11,cinnamon
ginger powdered,,부분(미승인),11,ginger
candlenut,candlenut,정확,11,
lime zest freshly,,부분(미승인),11,lime
watercress washed,,부분(미승인),11,watercress
bacon slcs,,부분(미승인),11,bacon
curry powder optional,,부분(미승인),11,curry
chicken breasts skin,,부분(미승인),11,chicken
broccoli florets fresh,,부분(미승인),11,broccoli
broccoli florets blanched,,부분(미승인),11,broccoli
bread crumbs buttered,,부분(미승인),11,bread
eggplant diced,,부분(미승인),11,eggplant
nonfat dry lowfat milk pwdr,,부분(미승인),11,milk
chile caribe,,부분(미승인),11,chile
Rasher bacon,,부분(미승인),11,bacon
Tomato Halves,,부분(미승인),11,tomato
red chile pwdr,,부분(미승인),11,chile
Yakisoba noodles,yakisoba_noodle,정확(수),11,
Salt Black pepper,,부분(미승인),11,salt|pepper
White ground sesame seeds,,부분(미승인),11,sesame
Whole Wheat Panko Breadcrumbs,,부분(미승인),11,wheat
Boysenberry preserves,,부분(미승인),11,boysenberry
raising flour,,부분(미승인),11,flour
JET-PUFFED Marshmallow,,부분(미승인),11,marshmallow
freshly ground canela,,부분(미승인),11,canela
apples green,,부분(미승인),11,green
pumpkin cooked,,부분(미승인),11,pumpkin
Fresh Onion,fresh_onion,정확,11,
cumin Salt,,부분(미승인),11,salt|cumin
Vanilla frozen yogurt,vanilla_frozen_yogurt,정확,11,
Blackberry preserves,blackberry_preserve,정확(수),11,
Turkey Franks,,부분(미승인),11,turkey
tightly packed shredded lettuce,,부분(미승인),11,lettuce
grnd ham,,부분(미승인),11,ham
cilantro Salt,,부분(미승인),11,salt|cilantro
Whole Wheat Lasagna Noodles,whole_wheat_lasagna_noodle,정확(수),11,
Tomato Bacon,,부분(미승인),11,tomato|bacon
White-wine vinegar,,부분(미승인),11,vinegar
Nonstick oil spray,,부분(미승인),11,oil
Alligator meat,alligator_meat,정확,11,
extra-virgin extra virgin olive oil plus,,부분(미승인),11,olive|oil
cherry mix fill,,부분(미승인),11,cherry
Mashed ripe banana,,부분(미승인),11,banana
water ice cold,,부분(미승인),11,water|ice
five spice pwdr,,부분(미승인),11,spice
Apple Schnapps fill,,부분(미승인),11,apple|schnapps
tri-colored rotini pasta,,부분(미승인),11,pasta
generous amount Black pepper,,부분(미승인),11,pepper
cheddar cheese snack crackers,,부분(미승인),11,cheese
fruit oil shortening,,부분(미승인),11,shortening|oil|fruit
nondairy cheese,,부분(미승인),11,cheese
cornmeal blue,,부분(미승인),11,cornmeal
beef stock condensed,,부분(미승인),11,beef|stock
carrot chunks,,부분(미승인),10,carrot
deli beef,,부분(미승인),10,beef
broccoli heads,,부분(미승인),10,broccoli
coarse ground mustard,,부분(미승인),10,mustard
favorite meat,,부분(미승인),10,meat
chocolate flavored drink,,부분(미승인),10,chocolate
strawberry supreme cake mix,,부분(미승인),10,strawberry|cake
chicken/mushroom soup,,부분(미승인),10,soup
unsalted tortilla chips,,부분(미승인),10,tortilla
fifth rum,,부분(미승인),10,rum
oil of choice,,부분(미승인),10,oil
bake sugar cookie,,부분(미승인),10,sugar|cookie
chilled margarine,,부분(미승인),10,margarine
Presto cake flour,,부분(미승인),10,flour|cake
golden onion soup,,부분(미승인),10,onion|soup
cream filled chocolate cookies,,부분(미승인),10,cream|chocolate
strawberry jello powder,,부분(미승인),10,strawberry
bouillon beef cubes,,부분(미승인),10,beef|bouillon
mandarin syrup,,부분(미승인),10,syrup
water water,,부분(미승인),10,water
frozen vegetable mix,,부분(미승인),10,vegetable
frozen orange,,부분(미승인),10,orange
red dry wine,,부분(미승인),10,wine
ReaLime juice from concentrate,,부분(미승인),10,juice
cake mix yellow,,부분(미승인),10,cake
roll peanut butter,,부분(미승인),10,butter|roll|peanut
shot gin,,부분(미승인),10,gin
pineapple cubes,,부분(미승인),10,pineapple
strawberry cake mix,strawberry_cake_mix,정확,10,
dried leaf tarragon,,부분(미승인),10,tarragon
white dinner wine,,부분(미승인),10,wine
vanilla puddings,,부분(미승인),10,vanilla
fruit juices,fruit_juice,정확(수),10,
graham cracker square,graham_cracker_square,정확,10,
full of water,,부분(미승인),10,water
cream of chicken soup or mushroom,,부분(미승인),10,soup|cream|mushroom
bean broth,,부분(미승인),10,bean|broth
chili con carne,,부분(미승인),10,chili
Campbell's condensed beef broth,,부분(미승인),10,beef|broth
frozen cooked baby shrimp,,부분(미승인),10,shrimp
pickle cubes,,부분(미승인),10,pickle
chocolate semi-sweet,,부분(미승인),10,chocolate
Raisin Filling,,부분(미승인),10,raisin
light Philadelphia cream cheese,,부분(미승인),10,cheese|cream
frozen lemonade mix,,부분(미승인),10,lemonade
black cherry Jello,,부분(미승인),10,cherry
plain soda water,,부분(미승인),10,water
herb seasoned stuffing croutons,,부분(미승인),10,herb
black walnut flavor,,부분(미승인),10,walnut
ground nutmeats,,부분(미승인),10,nutmeats
cheap beer,,부분(미승인),10,beer
corn with peppers,,부분(미승인),10,corn
Delicious apple,,부분(미승인),10,apple
Borden whipping cream,,부분(미승인),10,cream
white chocolate almond bark,,부분(미승인),10,almond|chocolate
slivered basil,,부분(미승인),10,basil
strong vinegar,,부분(미승인),10,vinegar
white wine Worcestershire,,부분(미승인),10,wine
deluxe yellow cake mix,,부분(미승인),10,cake
jumbo crabmeat,,부분(미승인),10,crabmeat
instant coconut cream,,부분(미승인),10,cream|coconut
cream of chicken soup undiluted,,부분(미승인),10,soup|cream|chicken
kernel yellow corn,,부분(미승인),10,corn
hunk butter,,부분(미승인),10,butter
pork drippings,,부분(미승인),10,pork
dabs of butter,,부분(미승인),10,butter
Delicious,,부분(미승인),10,red_delicious_apple|golden_delicious_apple
Graham Cracker crumbs,graham_cracker_crumb,정확(수),10,
pot cheese,,부분(미승인),10,cheese
String beans,string_bean,정확(수),10,
additional paprika,,부분(미승인),10,paprika
ground ginger root,,부분(미승인),10,ginger
Mrs. Grass onion soup mix,,부분(미승인),10,onion|soup
lemonade drink,,부분(미승인),10,lemonade
creme de coconut,,부분(미승인),10,coconut
light fruit pectin,,부분(미승인),10,pectin|fruit
loose black tea leaves,,부분(미승인),10,tea
country cured ham,,부분(미승인),10,ham
fresh bell pepper,,부분(미승인),10,pepper
beef cube,,부분(미승인),10,beef
nonfat cheese,,부분(미승인),10,cheese
red jam,,부분(미승인),10,jam
sweet turkey sausage,,부분(미승인),10,sausage|turkey
favorite liqueur,,부분(미승인),10,liqueur
seedless raisins,seedless_raisin,정확(수),10,
semi-sweet chocolate chip morsels,,부분(미승인),10,chocolate|chip
yellow deluxe cake mix,,부분(미승인),10,cake
light colored corn syrup,,부분(미승인),10,syrup|corn
acini de pepe pasta,,부분(미승인),10,pasta
pork bacon,,부분(미승인),10,pork|bacon
lemon ice cream,,부분(미승인),10,cream|ice|lemon
Tiger Sauce,tiger_sauce,정확,10,
Apricot halves,,부분(미승인),10,apricot
Almond Icing,,부분(미승인),10,almond|icing
favorite yogurt,,부분(미승인),10,yogurt
vinegar dressing,,부분(미승인),10,vinegar
Queso Cheese,,부분(미승인),10,cheese
frozen peach,frozen_peach,정확,10,
other lettuce,,부분(미승인),10,lettuce
fresh grapefruit,,부분(미승인),10,grapefruit
amount of flour,,부분(미승인),10,flour
baking chicken,,부분(미승인),10,chicken
crushed cheese flavored crackers,,부분(미승인),10,cheese
cold sweet milk,,부분(미승인),10,milk
niblets corn,,부분(미승인),10,corn
unpeeled apricot halves,,부분(미승인),10,apricot
vanilla-butternut flavoring,,부분(미승인),10,flavoring
beefy mushroom,,부분(미승인),10,mushroom
cheap red wine,,부분(미승인),10,wine
threads of saffron,,부분(미승인),10,saffron
orange sherbet ice cream,,부분(미승인),10,sherbet|cream|orange
liquid from mushrooms,,부분(미승인),10,liquid
roll paper,,부분(미승인),10,paper|roll
powdered sugar replacement,,부분(미승인),10,sugar
Bran Flakes cereal,,부분(미승인),10,cereal
Orange Filling,,부분(미승인),10,orange
golden mushroom,,부분(미승인),10,mushroom
Light Molasses,light_molasses,정확,10,
spaghetti sauce seasoning mix,,부분(미승인),10,seasoning|spaghetti
skillet of cornbread,,부분(미승인),10,cornbread
raspberry fruit spread,,부분(미승인),10,raspberry|fruit
cholesterol-free egg substitute,,부분(미승인),10,egg
ground liver,,부분(미승인),10,liver
Spanish saffron,,부분(미승인),10,saffron
fillet of haddock,,부분(미승인),10,haddock|fillet
chili powder mix,,부분(미승인),10,chili
of juice,,부분(미승인),10,juice
ground white meat,,부분(미승인),10,meat
rosamarina pasta,,부분(미승인),10,pasta
paper liners,,부분(미승인),10,paper
lime water,,부분(미승인),10,lime|water
giblet broth,,부분(미승인),10,broth
boneless beef chuck eye roast,,부분(미승인),10,beef|chuck|roast
pork heart,,부분(미승인),10,pork
Coors beer,,부분(미승인),10,beer
graham cracker crumb pie shell,,부분(미승인),10,cracker
Spanish style tomato sauce,,부분(미승인),10,tomato
low-fat small curd cottage cheese,,부분(미승인),10,cheese|curd
cartons vanilla,,부분(미승인),10,vanilla
parsley salt,,부분(미승인),10,salt|parsley
thin veal cutlets,,부분(미승인),10,veal
cold strong coffee,,부분(미승인),10,coffee
salsa dip,,부분(미승인),10,salsa
long grain wild rice mix,,부분(미승인),10,grain|rice
Polska kielbasa,polska_kielbasa,정확,10,
crushed Cheese,,부분(미승인),10,cheese
Cherry Jello,,부분(미승인),10,cherry
unsweetened wheat germ,,부분(미승인),10,wheat
cream of chicken soup or cream of celery,,부분(미승인),10,celery|soup|cream
regular cake,,부분(미승인),10,cake
crown broccoli,,부분(미승인),10,broccoli
food applesauce,,부분(미승인),10,applesauce
vegetable rotini,,부분(미승인),10,vegetable
chocolate hearts,,부분(미승인),10,chocolate
yellow Crisco,,부분(미승인),10,crisco
Rice Krispie cereal,,부분(미승인),10,cereal|rice
flaked smoked salmon,,부분(미승인),10,salmon
radish roses,,부분(미승인),10,radish
instant meat,,부분(미승인),10,meat
sugar cookie roll,,부분(미승인),10,sugar|cookie|roll
chili seasonings,,부분(미승인),10,chili
mixed Italian seasoning,,부분(미승인),10,seasoning
Comet rice,,부분(미승인),10,rice
beef stewing meat,,부분(미승인),10,beef|meat
carrot liquid,,부분(미승인),10,carrot|liquid
Maryland crabmeat,,부분(미승인),10,crabmeat
sole,sole,정확,10,
loaves pumpernickel bread,,부분(미승인),10,bread
pork roll,,부분(미승인),10,roll|pork
gelatin dessert,,부분(미승인),10,gelatin
lean hot sausage,,부분(미승인),10,sausage
garden-style spaghetti sauce,,부분(미승인),10,spaghetti
lemon frosting mix,,부분(미승인),10,frosting|lemon
freshly ground chuck,,부분(미승인),10,chuck
your favorite bread,,부분(미승인),10,bread
shrimp powder,,부분(미승인),10,shrimp
strawberry filling,,부분(미승인),10,strawberry
smokies,,부분(미승인),10,little_smokies_sausage
warm broth,,부분(미승인),10,broth
hot chili seasoning,,부분(미승인),10,seasoning|chili
Bay spice,,부분(미승인),10,spice
Strawberry Jello Mix,,부분(미승인),10,strawberry
fresh peppers,fresh_pepper,정확(수),10,
mixed chicken,,부분(미승인),10,chicken
green mint,,부분(미승인),10,mint|green
low-fat sausage,,부분(미승인),10,sausage
vanilla jello pudding,,부분(미승인),10,pudding|vanilla
Strawberry Frosting,,부분(미승인),10,frosting|strawberry
Spaghettini,spaghettini,정확,10,
